assay_id,auc,descriptor,auc_50,auc_70,auc_90
15_26,0.83333333333333,cnn1e2_es_op,TRUE,TRUE,FALSE
153_510,0.65,cnn1e2_es_op,TRUE,FALSE,FALSE
154_511,1.0,cnn1e2_es_op,TRUE,TRUE,TRUE
16_27,0.74102564102563,cnn1e2_es_op,TRUE,TRUE,FALSE
160_519,0.03571428571428,cnn1e2_es_op,FALSE,FALSE,FALSE
167_539,0.54545454545454,cnn1e2_es_op,TRUE,FALSE,FALSE
167_538,0.45454545454545,cnn1e2_es_op,FALSE,FALSE,FALSE
168_541,0.48611111111111,cnn1e2_es_op,FALSE,FALSE,FALSE
168_542,0.51923076923076,cnn1e2_es_op,TRUE,FALSE,FALSE
168_543,0.55048076923076,cnn1e2_es_op,TRUE,FALSE,FALSE
169_544,0.69230769230769,cnn1e2_es_op,TRUE,FALSE,FALSE
169_545,0.53571428571428,cnn1e2_es_op,TRUE,FALSE,FALSE
169_548,0.85,cnn1e2_es_op,TRUE,TRUE,FALSE
169_549,0.88,cnn1e2_es_op,TRUE,TRUE,FALSE
17_28,1.0,cnn1e2_es_op,TRUE,TRUE,TRUE
170_550,0.74285714285714,cnn1e2_es_op,TRUE,TRUE,FALSE
170_551,0.29910714285714,cnn1e2_es_op,FALSE,FALSE,FALSE
174_555,0.75,cnn1e2_es_op,TRUE,TRUE,FALSE
175_559,0.75,cnn1e2_es_op,TRUE,TRUE,FALSE
175_561,0.625,cnn1e2_es_op,TRUE,FALSE,FALSE
177_585,0.59295324984289,cnn1e2_es_op,TRUE,FALSE,FALSE
178_591,0.78888888888888,cnn1e2_es_op,TRUE,TRUE,FALSE
178_684,0.85914085914085,cnn1e2_es_op,TRUE,TRUE,FALSE
179_659,0.8903743315508,cnn1e2_es_op,TRUE,TRUE,FALSE
18_29,0.95555555555555,cnn1e2_es_op,TRUE,TRUE,TRUE
180_686,0.77860962566844,cnn1e2_es_op,TRUE,TRUE,FALSE
181_599,0.08333333333333,cnn1e2_es_op,FALSE,FALSE,FALSE
181_600,0.25,cnn1e2_es_op,FALSE,FALSE,FALSE
183_604,0.80492610837438,cnn1e2_es_op,TRUE,TRUE,FALSE
184_606,0.94632313472893,cnn1e2_es_op,TRUE,TRUE,TRUE
185_665,0.49315476190476,cnn1e2_es_op,FALSE,FALSE,FALSE
185_666,0.53107344632768,cnn1e2_es_op,TRUE,FALSE,FALSE
185_667,0.84931506849315,cnn1e2_es_op,TRUE,TRUE,FALSE
186_668,0.80966616841056,cnn1e2_es_op,TRUE,TRUE,FALSE
186_669,0.95670995670995,cnn1e2_es_op,TRUE,TRUE,TRUE
187_618,0.79179810725552,cnn1e2_es_op,TRUE,TRUE,FALSE
187_619,0.88825757575757,cnn1e2_es_op,TRUE,TRUE,FALSE
19_30,0.77083333333332,cnn1e2_es_op,TRUE,TRUE,FALSE
190_628,0.56627393225331,cnn1e2_es_op,TRUE,FALSE,FALSE
190_629,0.49451754385964,cnn1e2_es_op,FALSE,FALSE,FALSE
190_674,0.43856209150326,cnn1e2_es_op,FALSE,FALSE,FALSE
191_630,0.7273720349563,cnn1e2_es_op,TRUE,TRUE,FALSE
191_631,0.67857142857142,cnn1e2_es_op,TRUE,FALSE,FALSE
191_675,0.6287180280528,cnn1e2_es_op,TRUE,FALSE,FALSE
192_635,0.87777777777777,cnn1e2_es_op,TRUE,TRUE,FALSE
193_723,0.87454545454545,cnn1e2_es_op,TRUE,TRUE,FALSE
194_639,0.49654178674351,cnn1e2_es_op,FALSE,FALSE,FALSE
194_678,0.58830409356725,cnn1e2_es_op,TRUE,FALSE,FALSE
195_642,0.5990356798457,cnn1e2_es_op,TRUE,FALSE,FALSE
196_644,0.70774647887323,cnn1e2_es_op,TRUE,TRUE,FALSE
197_645,0.67169323567427,cnn1e2_es_op,TRUE,FALSE,FALSE
197_646,0.79575163398692,cnn1e2_es_op,TRUE,TRUE,FALSE
197_647,0.5,cnn1e2_es_op,FALSE,FALSE,FALSE
197_648,0.8095238095238,cnn1e2_es_op,TRUE,TRUE,FALSE
197_649,0.67714165733482,cnn1e2_es_op,TRUE,FALSE,FALSE
197_650,0.67900302114803,cnn1e2_es_op,TRUE,FALSE,FALSE
197_651,0.8466726618705,cnn1e2_es_op,TRUE,TRUE,FALSE
198_682,0.79179044018363,cnn1e2_es_op,TRUE,TRUE,FALSE
199_657,0.59488161559888,cnn1e2_es_op,TRUE,FALSE,FALSE
200_658,0.54166666666666,cnn1e2_es_op,TRUE,FALSE,FALSE
201_660,0.97173526422764,cnn1e2_es_op,TRUE,TRUE,TRUE
202_661,0.92670454545454,cnn1e2_es_op,TRUE,TRUE,TRUE
203_662,0.4484240687679,cnn1e2_es_op,FALSE,FALSE,FALSE
204_663,0.52549476594366,cnn1e2_es_op,TRUE,FALSE,FALSE
205_664,0.77372405372405,cnn1e2_es_op,TRUE,TRUE,FALSE
206_670,0.46407927332782,cnn1e2_es_op,FALSE,FALSE,FALSE
206_671,0.59285714285714,cnn1e2_es_op,TRUE,FALSE,FALSE
207_672,0.70112044817927,cnn1e2_es_op,TRUE,TRUE,FALSE
208_673,0.63825214899713,cnn1e2_es_op,TRUE,FALSE,FALSE
209_676,0.4186902133922,cnn1e2_es_op,FALSE,FALSE,FALSE
21_32,0.33333333333333,cnn1e2_es_op,FALSE,FALSE,FALSE
210_677,0.73373579089332,cnn1e2_es_op,TRUE,TRUE,FALSE
212_680,0.67158176943699,cnn1e2_es_op,TRUE,FALSE,FALSE
213_681,0.52975403332451,cnn1e2_es_op,TRUE,FALSE,FALSE
214_683,0.49597953216374,cnn1e2_es_op,FALSE,FALSE,FALSE
215_685,0.94164540816326,cnn1e2_es_op,TRUE,TRUE,TRUE
216_687,0.44321447193401,cnn1e2_es_op,FALSE,FALSE,FALSE
217_688,0.67936507936507,cnn1e2_es_op,TRUE,FALSE,FALSE
217_689,0.82660332541567,cnn1e2_es_op,TRUE,TRUE,FALSE
219_691,0.57311557788944,cnn1e2_es_op,TRUE,FALSE,FALSE
220_692,0.79268857010643,cnn1e2_es_op,TRUE,TRUE,FALSE
221_693,0.85860389684343,cnn1e2_es_op,TRUE,TRUE,FALSE
223_695,0.50398284313725,cnn1e2_es_op,TRUE,FALSE,FALSE
224_696,0.66025641025641,cnn1e2_es_op,TRUE,FALSE,FALSE
225_697,0.66950757575757,cnn1e2_es_op,TRUE,FALSE,FALSE
227_699,0.46412556053811,cnn1e2_es_op,FALSE,FALSE,FALSE
228_700,0.63333333333333,cnn1e2_es_op,TRUE,FALSE,FALSE
229_701,0.82854954903851,cnn1e2_es_op,TRUE,TRUE,FALSE
23_34,0.54166666666666,cnn1e2_es_op,TRUE,FALSE,FALSE
230_702,0.60053475935828,cnn1e2_es_op,TRUE,FALSE,FALSE
231_703,0.83852759262595,cnn1e2_es_op,TRUE,TRUE,FALSE
232_704,0.78125,cnn1e2_es_op,TRUE,TRUE,FALSE
232_705,0.58597883597883,cnn1e2_es_op,TRUE,FALSE,FALSE
233_706,0.71909068523202,cnn1e2_es_op,TRUE,TRUE,FALSE
234_707,0.84485993711085,cnn1e2_es_op,TRUE,TRUE,FALSE
235_708,0.84426322346811,cnn1e2_es_op,TRUE,TRUE,FALSE
236_709,0.72222222222222,cnn1e2_es_op,TRUE,TRUE,FALSE
237_710,0.80614507443775,cnn1e2_es_op,TRUE,TRUE,FALSE
237_711,0.55091767346668,cnn1e2_es_op,TRUE,FALSE,FALSE
238_712,0.67367828299748,cnn1e2_es_op,TRUE,FALSE,FALSE
239_713,0.71753359448604,cnn1e2_es_op,TRUE,TRUE,FALSE
24_35,0.5,cnn1e2_es_op,FALSE,FALSE,FALSE
240_714,0.81293587037646,cnn1e2_es_op,TRUE,TRUE,FALSE
241_715,0.89197311293613,cnn1e2_es_op,TRUE,TRUE,FALSE
242_716,0.62720142602495,cnn1e2_es_op,TRUE,FALSE,FALSE
243_717,0.69579896907216,cnn1e2_es_op,TRUE,FALSE,FALSE
244_718,0.73022077740771,cnn1e2_es_op,TRUE,TRUE,FALSE
245_719,0.62134232568258,cnn1e2_es_op,TRUE,FALSE,FALSE
246_720,0.72665599359615,cnn1e2_es_op,TRUE,TRUE,FALSE
247_721,0.5865268065268,cnn1e2_es_op,TRUE,FALSE,FALSE
248_722,0.80686609686609,cnn1e2_es_op,TRUE,TRUE,FALSE
249_724,0.64768093072186,cnn1e2_es_op,TRUE,FALSE,FALSE
25_36,0.64999999999999,cnn1e2_es_op,TRUE,FALSE,FALSE
250_725,0.82005103244486,cnn1e2_es_op,TRUE,TRUE,FALSE
250_726,0.9557991513437,cnn1e2_es_op,TRUE,TRUE,TRUE
251_727,0.89753986643042,cnn1e2_es_op,TRUE,TRUE,FALSE
253_729,0.70151260504201,cnn1e2_es_op,TRUE,TRUE,FALSE
254_730,0.96215139442231,cnn1e2_es_op,TRUE,TRUE,TRUE
257_735,0.65156612095387,cnn1e2_es_op,TRUE,FALSE,FALSE
258_736,0.65449438202247,cnn1e2_es_op,TRUE,FALSE,FALSE
259_737,0.6101167315175,cnn1e2_es_op,TRUE,FALSE,FALSE
26_37,0.33333333333333,cnn1e2_es_op,FALSE,FALSE,FALSE
260_738,0.8059636087747,cnn1e2_es_op,TRUE,TRUE,FALSE
261_739,0.84662761003455,cnn1e2_es_op,TRUE,TRUE,FALSE
262_740,0.55883093978332,cnn1e2_es_op,TRUE,FALSE,FALSE
263_741,0.56707717569786,cnn1e2_es_op,TRUE,FALSE,FALSE
264_742,0.6774193548387,cnn1e2_es_op,TRUE,FALSE,FALSE
265_743,0.73513535684987,cnn1e2_es_op,TRUE,TRUE,FALSE
266_744,0.83040185333689,cnn1e2_es_op,TRUE,TRUE,FALSE
267_745,0.76251272653227,cnn1e2_es_op,TRUE,TRUE,FALSE
268_746,0.7053858372428,cnn1e2_es_op,TRUE,TRUE,FALSE
269_747,0.74904222779347,cnn1e2_es_op,TRUE,TRUE,FALSE
27_38,0.73333333333333,cnn1e2_es_op,TRUE,TRUE,FALSE
27_39,0.62820512820512,cnn1e2_es_op,TRUE,FALSE,FALSE
27_40,0.26666666666666,cnn1e2_es_op,FALSE,FALSE,FALSE
270_748,0.67773776177137,cnn1e2_es_op,TRUE,FALSE,FALSE
271_749,0.69381330413358,cnn1e2_es_op,TRUE,FALSE,FALSE
272_750,0.61672597864768,cnn1e2_es_op,TRUE,FALSE,FALSE
273_751,0.63934948979591,cnn1e2_es_op,TRUE,FALSE,FALSE
274_752,0.96255161977069,cnn1e2_es_op,TRUE,TRUE,TRUE
275_753,0.82123655913978,cnn1e2_es_op,TRUE,TRUE,FALSE
275_754,0.53690505322403,cnn1e2_es_op,TRUE,FALSE,FALSE
276_755,0.74871001031991,cnn1e2_es_op,TRUE,TRUE,FALSE
277_756,0.79135270900609,cnn1e2_es_op,TRUE,TRUE,FALSE
278_757,0.65256136897927,cnn1e2_es_op,TRUE,FALSE,FALSE
279_758,0.57004799158503,cnn1e2_es_op,TRUE,FALSE,FALSE
280_759,0.92956606712065,cnn1e2_es_op,TRUE,TRUE,TRUE
281_760,0.72084367245657,cnn1e2_es_op,TRUE,TRUE,FALSE
283_762,0.57615894039735,cnn1e2_es_op,TRUE,FALSE,FALSE
29_43,0.38461538461538,cnn1e2_es_op,FALSE,FALSE,FALSE
3_3,0.86666666666666,cnn1e2_es_op,TRUE,TRUE,FALSE
37_69,0.77083333333332,cnn1e2_es_op,TRUE,TRUE,FALSE
37_70,0.28125,cnn1e2_es_op,FALSE,FALSE,FALSE
37_74,0.92857142857142,cnn1e2_es_op,TRUE,TRUE,TRUE
37_77,0.875,cnn1e2_es_op,TRUE,TRUE,FALSE
40_95,0.75,cnn1e2_es_op,TRUE,TRUE,FALSE
40_96,0.75694444444444,cnn1e2_es_op,TRUE,TRUE,FALSE
42_103,0.0,cnn1e2_es_op,FALSE,FALSE,FALSE
42_104,0.0,cnn1e2_es_op,FALSE,FALSE,FALSE
44_106,0.9,cnn1e2_es_op,TRUE,TRUE,FALSE
46_120,1.0,cnn1e2_es_op,TRUE,TRUE,TRUE
49_149,0.33333333333333,cnn1e2_es_op,FALSE,FALSE,FALSE
5_5,0.88194444444444,cnn1e2_es_op,TRUE,TRUE,FALSE
50_154,nan,cnn1e2_es_op,FALSE,FALSE,FALSE
53_178,0.6,cnn1e2_es_op,TRUE,FALSE,FALSE
54_179,0.33333333333333,cnn1e2_es_op,FALSE,FALSE,FALSE
54_182,0.41666666666666,cnn1e2_es_op,FALSE,FALSE,FALSE
6_7,0.4,cnn1e2_es_op,FALSE,FALSE,FALSE
7_10,0.66666666666666,cnn1e2_es_op,TRUE,FALSE,FALSE
7_11,0.5,cnn1e2_es_op,FALSE,FALSE,FALSE
70_211,0.78571428571428,cnn1e2_es_op,TRUE,TRUE,FALSE
71_212,1.0,cnn1e2_es_op,TRUE,TRUE,TRUE
71_213,0.69444444444444,cnn1e2_es_op,TRUE,FALSE,FALSE
76_230,0.61538461538461,cnn1e2_es_op,TRUE,FALSE,FALSE
78_237,0.5,cnn1e2_es_op,FALSE,FALSE,FALSE
8_12,0.48809523809523,cnn1e2_es_op,FALSE,FALSE,FALSE
8_13,0.57142857142857,cnn1e2_es_op,TRUE,FALSE,FALSE
80_239,0.51515151515151,cnn1e2_es_op,TRUE,FALSE,FALSE
81_241,0.05555555555555,cnn1e2_es_op,FALSE,FALSE,FALSE
82_242,0.61544117647058,cnn1e2_es_op,TRUE,FALSE,FALSE
82_243,0.64285714285713,cnn1e2_es_op,TRUE,FALSE,FALSE
83_244,0.68181818181818,cnn1e2_es_op,TRUE,FALSE,FALSE
83_245,0.5,cnn1e2_es_op,FALSE,FALSE,FALSE
84_246,1.0,cnn1e2_es_op,TRUE,TRUE,TRUE
85_247,0.86111111111111,cnn1e2_es_op,TRUE,TRUE,FALSE
85_248,0.22916666666666,cnn1e2_es_op,FALSE,FALSE,FALSE
86_249,0.5,cnn1e2_es_op,FALSE,FALSE,FALSE
86_250,0.44444444444444,cnn1e2_es_op,FALSE,FALSE,FALSE
88_252,0.0,cnn1e2_es_op,FALSE,FALSE,FALSE
88_254,0.63888888888888,cnn1e2_es_op,TRUE,FALSE,FALSE
89_255,0.5,cnn1e2_es_op,FALSE,FALSE,FALSE
9_14,0.0,cnn1e2_es_op,FALSE,FALSE,FALSE
9_17,0.57142857142857,cnn1e2_es_op,TRUE,FALSE,FALSE
9_18,0.3,cnn1e2_es_op,FALSE,FALSE,FALSE
90_256,0.25,cnn1e2_es_op,FALSE,FALSE,FALSE
91_257,0.83333333333332,cnn1e2_es_op,TRUE,TRUE,FALSE
92_258,0.9375,cnn1e2_es_op,TRUE,TRUE,TRUE
93_259,0.63333333333333,cnn1e2_es_op,TRUE,FALSE,FALSE
1_1,0.47857142857142,cnn1e3_es_op,FALSE,FALSE,FALSE
10_19,0.45238095238095,cnn1e3_es_op,FALSE,FALSE,FALSE
10_20,0.35576923076923,cnn1e3_es_op,FALSE,FALSE,FALSE
100_277,0.8,cnn1e3_es_op,TRUE,TRUE,FALSE
100_278,0.83333333333333,cnn1e3_es_op,TRUE,TRUE,FALSE
104_291,0.74743589743589,cnn1e3_es_op,TRUE,TRUE,FALSE
105_355,0.89010989010988,cnn1e3_es_op,TRUE,TRUE,FALSE
105_369,0.18333333333332,cnn1e3_es_op,FALSE,FALSE,FALSE
105_361,0.64285714285714,cnn1e3_es_op,TRUE,FALSE,FALSE
105_378,0.54090909090909,cnn1e3_es_op,TRUE,FALSE,FALSE
105_352,0.61666666666666,cnn1e3_es_op,TRUE,FALSE,FALSE
104_289,0.69743589743589,cnn1e3_es_op,TRUE,FALSE,FALSE
105_377,0.75,cnn1e3_es_op,TRUE,TRUE,FALSE
105_375,0.60714285714285,cnn1e3_es_op,TRUE,FALSE,FALSE
104_325,1.0,cnn1e3_es_op,TRUE,TRUE,TRUE
104_297,0.95833333333332,cnn1e3_es_op,TRUE,TRUE,TRUE
104_295,0.42857142857142,cnn1e3_es_op,FALSE,FALSE,FALSE
104_299,1.0,cnn1e3_es_op,TRUE,TRUE,TRUE
104_300,0.16666666666666,cnn1e3_es_op,FALSE,FALSE,FALSE
104_326,0.47619047619046,cnn1e3_es_op,FALSE,FALSE,FALSE
104_319,0.42857142857142,cnn1e3_es_op,FALSE,FALSE,FALSE
104_323,1.0,cnn1e3_es_op,TRUE,TRUE,TRUE
104_334,0.42857142857142,cnn1e3_es_op,FALSE,FALSE,FALSE
105_339,0.72727272727272,cnn1e3_es_op,TRUE,TRUE,FALSE
105_341,0.7,cnn1e3_es_op,TRUE,FALSE,FALSE
105_360,0.57727272727272,cnn1e3_es_op,TRUE,FALSE,FALSE
105_362,0.6,cnn1e3_es_op,TRUE,FALSE,FALSE
105_374,0.65833333333333,cnn1e3_es_op,TRUE,FALSE,FALSE
105_382,0.66666666666666,cnn1e3_es_op,TRUE,FALSE,FALSE
105_385,0.71428571428571,cnn1e3_es_op,TRUE,TRUE,FALSE
105_391,0.57142857142857,cnn1e3_es_op,TRUE,FALSE,FALSE
106_392,0.6,cnn1e3_es_op,TRUE,FALSE,FALSE
108_394,0.425,cnn1e3_es_op,FALSE,FALSE,FALSE
109_395,0.27142857142857,cnn1e3_es_op,FALSE,FALSE,FALSE
11_21,0.67857142857142,cnn1e3_es_op,TRUE,FALSE,FALSE
11_22,1.0,cnn1e3_es_op,TRUE,TRUE,TRUE
110_396,0.0,cnn1e3_es_op,FALSE,FALSE,FALSE
110_397,0.46680402930402,cnn1e3_es_op,FALSE,FALSE,FALSE
110_398,0.71127819548871,cnn1e3_es_op,TRUE,TRUE,FALSE
110_399,0.65217391304347,cnn1e3_es_op,TRUE,FALSE,FALSE
110_400,0.78571428571428,cnn1e3_es_op,TRUE,TRUE,FALSE
110_401,0.5,cnn1e3_es_op,FALSE,FALSE,FALSE
111_402,0.88888888888888,cnn1e3_es_op,TRUE,TRUE,FALSE
112_406,0.5,cnn1e3_es_op,FALSE,FALSE,FALSE
113_407,0.65,cnn1e3_es_op,TRUE,FALSE,FALSE
114_408,0.375,cnn1e3_es_op,FALSE,FALSE,FALSE
115_409,0.0,cnn1e3_es_op,FALSE,FALSE,FALSE
116_411,0.83,cnn1e3_es_op,TRUE,TRUE,FALSE
116_412,0.44642857142857,cnn1e3_es_op,FALSE,FALSE,FALSE
116_413,0.42857142857142,cnn1e3_es_op,FALSE,FALSE,FALSE
116_414,0.42857142857142,cnn1e3_es_op,FALSE,FALSE,FALSE
116_415,0.53333333333333,cnn1e3_es_op,TRUE,FALSE,FALSE
116_416,0.3,cnn1e3_es_op,FALSE,FALSE,FALSE
116_420,0.88235294117647,cnn1e3_es_op,TRUE,TRUE,FALSE
116_421,0.44444444444444,cnn1e3_es_op,FALSE,FALSE,FALSE
116_424,0.57407407407407,cnn1e3_es_op,TRUE,FALSE,FALSE
116_425,0.25,cnn1e3_es_op,FALSE,FALSE,FALSE
116_426,0.35833333333333,cnn1e3_es_op,FALSE,FALSE,FALSE
116_427,0.5603448275862,cnn1e3_es_op,TRUE,FALSE,FALSE
117_429,0.76785714285714,cnn1e3_es_op,TRUE,TRUE,FALSE
117_430,0.79868421052631,cnn1e3_es_op,TRUE,TRUE,FALSE
118_432,0.76085434173669,cnn1e3_es_op,TRUE,TRUE,FALSE
118_434,0.5,cnn1e3_es_op,FALSE,FALSE,FALSE
12_23,0.8,cnn1e3_es_op,TRUE,TRUE,FALSE
13_24,0.85,cnn1e3_es_op,TRUE,TRUE,FALSE
133_474,0.0,cnn1e3_es_op,FALSE,FALSE,FALSE
134_476,0.0,cnn1e3_es_op,FALSE,FALSE,FALSE
134_477,0.125,cnn1e3_es_op,FALSE,FALSE,FALSE
135_479,0.16666666666666,cnn1e3_es_op,FALSE,FALSE,FALSE
14_25,0.95384615384615,cnn1e3_es_op,TRUE,TRUE,TRUE
143_495,0.875,cnn1e3_es_op,TRUE,TRUE,FALSE
145_497,0.70138888888888,cnn1e3_es_op,TRUE,TRUE,FALSE
15_26,0.88235294117647,cnn1e3_es_op,TRUE,TRUE,FALSE
153_510,0.54999999999999,cnn1e3_es_op,TRUE,FALSE,FALSE
154_511,1.0,cnn1e3_es_op,TRUE,TRUE,TRUE
16_27,0.71474358974358,cnn1e3_es_op,TRUE,TRUE,FALSE
160_519,0.21428571428571,cnn1e3_es_op,FALSE,FALSE,FALSE
167_539,0.7,cnn1e3_es_op,TRUE,FALSE,FALSE
167_538,0.45454545454545,cnn1e3_es_op,FALSE,FALSE,FALSE
168_541,0.43055555555555,cnn1e3_es_op,FALSE,FALSE,FALSE
168_542,0.48717948717948,cnn1e3_es_op,FALSE,FALSE,FALSE
168_543,0.62820512820512,cnn1e3_es_op,TRUE,FALSE,FALSE
169_544,0.65625,cnn1e3_es_op,TRUE,FALSE,FALSE
169_545,0.60714285714285,cnn1e3_es_op,TRUE,FALSE,FALSE
169_548,0.92499999999999,cnn1e3_es_op,TRUE,TRUE,TRUE
169_549,0.84126984126984,cnn1e3_es_op,TRUE,TRUE,FALSE
17_28,1.0,cnn1e3_es_op,TRUE,TRUE,TRUE
170_550,0.7595238095238,cnn1e3_es_op,TRUE,TRUE,FALSE
170_551,0.3080357142857,cnn1e3_es_op,FALSE,FALSE,FALSE
174_555,0.85,cnn1e3_es_op,TRUE,TRUE,FALSE
175_559,0.75,cnn1e3_es_op,TRUE,TRUE,FALSE
175_561,0.75,cnn1e3_es_op,TRUE,TRUE,FALSE
177_585,0.56763141701828,cnn1e3_es_op,TRUE,FALSE,FALSE
178_591,0.93333333333333,cnn1e3_es_op,TRUE,TRUE,TRUE
178_684,0.86113886113886,cnn1e3_es_op,TRUE,TRUE,FALSE
179_659,0.90044742729306,cnn1e3_es_op,TRUE,TRUE,TRUE
18_29,0.95555555555555,cnn1e3_es_op,TRUE,TRUE,TRUE
180_686,0.76923076923076,cnn1e3_es_op,TRUE,TRUE,FALSE
181_599,0.0,cnn1e3_es_op,FALSE,FALSE,FALSE
181_600,0.5,cnn1e3_es_op,FALSE,FALSE,FALSE
183_604,0.83546798029556,cnn1e3_es_op,TRUE,TRUE,FALSE
184_606,0.94337090713902,cnn1e3_es_op,TRUE,TRUE,TRUE
185_665,0.525,cnn1e3_es_op,TRUE,FALSE,FALSE
185_666,0.52824858757062,cnn1e3_es_op,TRUE,FALSE,FALSE
185_667,0.63470319634703,cnn1e3_es_op,TRUE,FALSE,FALSE
186_668,0.67463876432486,cnn1e3_es_op,TRUE,FALSE,FALSE
186_669,0.97402597402597,cnn1e3_es_op,TRUE,TRUE,TRUE
